kingwood,tree
oregon_white_oak,oak
oregon_white_oak,white_oak
oregon_white_oak,tree
tipu,tree
horse_cassia,cassia
horse_cassia,tree
calamus,tree
calamus,palm
huon_pine,conifer
huon_pine,gymnospermous_tree
huon_pine,tree
red_silk-cotton_tree,tree
douglas_fir,conifer
douglas_fir,gymnospermous_tree
douglas_fir,tree
sycamore,fig_tree
sycamore,tree
pipturus_albidus,angiospermous_tree
pipturus_albidus,tree
swamp_ash,ash
swamp_ash,tree
padauk,tree
prickly_ash,tree
banyan,fig_tree
banyan,tree
winter's_bark,tree
european_chestnut,chestnut
european_chestnut,tree
japanese_umbrella_pine,conifer
japanese_umbrella_pine,gymnospermous_tree
japanese_umbrella_pine,tree
tonka_bean,bean_tree
tonka_bean,tree
sour_cherry,angiospermous_tree
sour_cherry,tree
sour_cherry,fruit_tree
laurel-tree,laurel
laurel-tree,angiospermous_tree
laurel-tree,tree
pecan,nut_tree
pecan,angiospermous_tree
pecan,tree
green_alder,alder
green_alder,tree
black_ash,ash
black_ash,tree
african_scented_mahogany,mahogany
african_scented_mahogany,tree
fig,fig_tree
fig,tree
quassia,bitterwood_tree
quassia,tree
ginkgo,gymnospermous_tree
ginkgo,tree
catalpa_speciosa,bean_tree
catalpa_speciosa,catalpa
catalpa_speciosa,tree
mountain_ash,eucalyptus
mountain_ash,gum_tree
mountain_ash,tree
rambutan,angiospermous_tree
rambutan,tree
rambutan,fruit_tree
chinaberry,tree
blackwood,tree
clammy_locust,locust_tree
clammy_locust,tree
wild_medlar,tree
plum-fruited_yew,conifer
plum-fruited_yew,gymnospermous_tree
plum-fruited_yew,tree
yellowwood,tree
yew,conifer
yew,gymnospermous_tree
yew,tree
european_turkey_oak,oak
european_turkey_oak,tree
mountain_ebony,angiospermous_tree
mountain_ebony,tree
coconut,tree
coconut,palm
citrus,angiospermous_tree
citrus,tree
citrus,fruit_tree
cabbage_tree,tree
gymnospermous_yellowwood,yellowwood
gymnospermous_yellowwood,tree
rose_apple,angiospermous_tree
rose_apple,tree
rose_apple,fruit_tree
nitta_tree,tree
paper_mulberry,angiospermous_tree
paper_mulberry,tree
carib_wood,tree
prickly_ash,tree
almond_willow,osier
almond_willow,willow
almond_willow,tree
nuttall_oak,oak
nuttall_oak,tree
dogwood,angiospermous_tree
dogwood,tree
cherry,angiospermous_tree
cherry,tree
cherry,fruit_tree
maple,angiospermous_tree
maple,tree
treelet,tree
grey_willow,willow
grey_willow,tree
macadamia,nut_tree
macadamia,angiospermous_tree
macadamia,tree
guama,tree
common_winterberry_holly,angiospermous_tree
common_winterberry_holly,holly
common_winterberry_holly,tree
bearberry,angiospermous_tree
bearberry,holly
bearberry,tree
shade_tree,tree
rattan,calamus
rattan,tree
rattan,palm
small-leaved_linden,linden
small-leaved_linden,tree
titi,angiospermous_tree
titi,tree
downy_birch,birch
downy_birch,tree
low_gallberry_holly,angiospermous_tree
low_gallberry_holly,holly
low_gallberry_holly,tree
surinam_cherry,angiospermous_tree
surinam_cherry,tree
surinam_cherry,fruit_tree
aalii,tree
metasequoia,conifer
metasequoia,gymnospermous_tree
metasequoia,tree
yellow_birch,birch
yellow_birch,tree
saucer_magnolia,angiospermous_tree
saucer_magnolia,magnolia
saucer_magnolia,tree
american_sycamore,plane_tree
american_sycamore,tree
dagame,tree
gymnospermous_tree,tree
new_zealand_beech,tree
new_zealand_beech,southern_beech
grey_alder,alder
grey_alder,tree
chestnut_oak,oak
chestnut_oak,tree
durmast,oak
durmast,white_oak
durmast,tree
laurel_oak,oak
laurel_oak,tree
harpulla,tulipwood_tree
harpulla,harpullia
harpulla,tree
pear,angiospermous_tree
pear,tree
pear,fruit_tree
golden_wattle,acacia
golden_wattle,tree
golden_wattle,wattle
wild_china_tree,soapberry
wild_china_tree,tree
pink_shower,cassia
pink_shower,tree
poon,tree
kalumpang,angiospermous_tree
kalumpang,tree
kalumpang,sterculia
plumcot,angiospermous_tree
plumcot,tree
plumcot,fruit_tree
peruvian_balsam,tree
bayberry,tree
smooth_winterberry_holly,angiospermous_tree
smooth_winterberry_holly,holly
smooth_winterberry_holly,tree
fishtail_palm,tree
fishtail_palm,palm
red_maple,maple
red_maple,angiospermous_tree
red_maple,tree
scrub_beefwood,tree
rimu,conifer
rimu,gymnospermous_tree
rimu,tree
latanier,fan_palm
latanier,tree
latanier,palm
flame_tree,bottle-tree
flame_tree,tree
manna_ash,ash
manna_ash,tree
chaulmoogra,tree
sassafras,laurel
