meal,food
meal,nutriment
cocoa,food
cocoa,beverage
entree,food
entree,nutriment
entree,course
couscous,food
couscous,nutriment
couscous,dish
pasta,food
pasta,nutriment
pasta,dish
breadstuff,foodstuff
breadstuff,food
seafood_newburg,food
seafood_newburg,nutriment
seafood_newburg,dish
ingredient,foodstuff
ingredient,food
flour,foodstuff
flour,food
groats,foodstuff
groats,food
groats,grain
adobo,food
adobo,nutriment
adobo,dish
dinner,meal
dinner,food
dinner,nutriment
fondue,food
fondue,nutriment
fondue,dish
roux,foodstuff
roux,food
roux,concoction
liqueur,alcohol
liqueur,food
liqueur,beverage
board,food
board,fare
salad,food
salad,nutriment
salad,dish
appetizer,food
appetizer,nutriment
appetizer,course
marrow,dainty
marrow,food
marrow,nutriment
training_table,board
training_table,food
training_table,fare
supper,meal
supper,food
supper,nutriment
chyme,food
bottled_water,food
bottled_water,beverage
bottled_water,water
bottled_water,drinking_water
kishke,food
kishke,nutriment
kishke,dish
tomato_juice,foodstuff
tomato_juice,food
tomato_juice,juice
sukiyaki,food
sukiyaki,nutriment
sukiyaki,dish
menu,food
menu,fare
tamale_pie,food
tamale_pie,nutriment
tamale_pie,dish
tea-like_drink,food
tea-like_drink,beverage
criollo,foodstuff
criollo,cocoa
criollo,food
koumiss,alcohol
koumiss,food
koumiss,beverage
oat,foodstuff
oat,food
oat,grain
mash,food
mash,feed
home_brew,alcohol
home_brew,food
home_brew,beverage
ambrosia,dainty
ambrosia,food
ambrosia,nutriment
limeade,food
limeade,fruit_drink
limeade,beverage
cocoa,foodstuff
cocoa,food
coquille,food
coquille,nutriment
coquille,dish
homogenized_milk,foodstuff
homogenized_milk,food
homogenized_milk,beverage
homogenized_milk,milk
homogenized_milk,dairy_product
liquor,alcohol
liquor,food
liquor,beverage
cud,food
cud,feed
ration,food
ration,fare
low-sodium_diet,diet
low-sodium_diet,food
low-sodium_diet,fare
teriyaki,food
teriyaki,nutriment
teriyaki,dish
wild_rice,foodstuff
wild_rice,food
wild_rice,grain
pea_flour,foodstuff
pea_flour,meal
pea_flour,food
frozen_food,foodstuff
frozen_food,food
flavorer,foodstuff
flavorer,ingredient
flavorer,food
silage,food
silage,feed
porridge,food
porridge,nutriment
porridge,dish
orangeade,food
orangeade,fruit_drink
orangeade,beverage
cream_soda,food
cream_soda,soft_drink
cream_soda,beverage
yogurt,foodstuff
yogurt,food
yogurt,dairy_product
dish,food
dish,nutriment
corn,foodstuff
corn,food
corn,grain
bread,foodstuff
bread,food
bread,starches
vegetarianism,diet
vegetarianism,food
vegetarianism,fare
larder,commissariat
larder,food
veal_parmesan,food
veal_parmesan,nutriment
veal_parmesan,dish
falafel,food
falafel,nutriment
falafel,dish
herb_tea,food
herb_tea,beverage
herb_tea,tea
irish_coffee,coffee
irish_coffee,food
irish_coffee,beverage
dog_food,petfood
dog_food,food
dog_food,feed
curd,foodstuff
curd,food
curd,dairy_product
shirred_egg,food
shirred_egg,nutriment
shirred_egg,dish
pasteurized_milk,foodstuff
pasteurized_milk,food
pasteurized_milk,beverage
pasteurized_milk,milk
pasteurized_milk,dairy_product
vitamin,food
vitamin,nutriment
clabber,foodstuff
clabber,food
clabber,dairy_product
alfalfa,food
alfalfa,feed
alfalfa,fodder
buttermilk,foodstuff
buttermilk,food
buttermilk,beverage
buttermilk,milk
buttermilk,dairy_product
swiss_steak,food
swiss_steak,nutriment
swiss_steak,dish
special,food
special,nutriment
special,dish
coq_au_vin,food
coq_au_vin,nutriment
coq_au_vin,dish
beef_stroganoff,food
beef_stroganoff,nutriment
beef_stroganoff,dish
slop,food
slop,feed
croquette,food
croquette,nutriment
croquette,dish
kedgeree,food
kedgeree,nutriment
kedgeree,dish
meal,foodstuff
meal,food
sashimi,food
sashimi,nutriment
sashimi,dish
bitter_lemon,food
bitter_lemon,soft_drink
bitter_lemon,beverage
canned_food,foodstuff
canned_food,food
potpie,food
potpie,nutriment
potpie,dish
colostrum,food
colostrum,milk
colostrum,nutriment
filling,foodstuff
filling,food
filling,concoction
acidophilus_milk,foodstuff
acidophilus_milk,food
acidophilus_milk,beverage
acidophilus_milk,milk
acidophilus_milk,dairy_product
mousse,food
mousse,nutriment
mousse,dish
mixed_drink,alcohol
mixed_drink,food
mixed_drink,beverage
chocolate_milk,foodstuff
chocolate_milk,food
chocolate_milk,beverage
chocolate_milk,milk
chocolate_milk,dairy_product
oenomel,food
oenomel,beverage
chicken_marengo,food
chicken_marengo,nutriment
chicken_marengo,dish
proof_spirit,alcohol
proof_spirit,food
proof_spirit,beverage
chow,food
chow,fare
barbecue,food
barbecue,nutriment
barbecue,dish
chop_suey,food
chop_suey,nutriment
chop_suey,dish
juice,foodstuff
juice,food
philter,food
philter,beverage
philter,potion
sweet_cider,cider
sweet_cider,food
sweet_cider,beverage
paella,food
paella,nutriment
paella,dish
dessert,food
dessert,nutriment
dessert,course
powdered_milk,foodstuff
powdered_milk,food
powdered_milk,beverage
powdered_milk,milk
powdered_milk,dairy_product
haggis,food
haggis,nutriment
haggis,dish
fish_and_chips,food
fish_and_chips,nutriment
fish_and_chips,dish
sugar_water,food
sugar_water,beverage
sugar_water,water
sugar_water,drinking_water
raw_milk,foodstuff
raw_milk,food
raw_milk,beverage
raw_milk,milk
raw_milk,dairy_product
reducing_diet,diet
reducing_diet,food
reducing_diet,fare
maryland_chicken,food
maryland_chicken,nutriment
maryland_chicken,dish
meatball,food
meatball,nutriment
meatball,dish
carob,foodstuff
carob,food
cranberry_juice,food
cranberry_juice,beverage
cranberry_juice,fruit_juice
bean_curd,foodstuff
bean_curd,food
bean_curd,curd
breakfast,meal
breakfast,food
breakfast,nutriment
low-fat_diet,diet
low-fat_diet,food
low-fat_diet,fare
soya_milk,foodstuff
soya_milk,milk
soya_milk,food
soft_drink,food
soft_drink,beverage
bacon_and_eggs,food
bacon_and_eggs,nutriment
bacon_and_eggs,dish
fish_stick,food
fish_stick,nutriment
